timestamp;test-class;test-method;time;description;result
2021-06-03 19:20:25.31;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;8248;[3] recordIndex=0, title=Texample_nuevo, description=N, start_date=2030/13/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=null, is_private=false;OK
2021-06-03 19:20:33.805;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;8170;[4] recordIndex=0, title=Texample_nuevo, description=N, start_date=2031/10/08 12:00, end_date=2031/10/08 12:01, workload=0.02, op_link=null, is_private=false;OK
2021-06-03 19:20:43.195;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;8554;[5] recordIndex=0, title=Texample_nuevo, description=viagra aqui hay nueve palabras palabras palabras palabras palabras, start_date=2031/10/08 12:00, end_date=2031/10/08 12:01, workload=0.02, op_link=null, is_private=false;OK
;;Promedio updateNegative;8882,8;;
2021-06-03 19:19:14.196;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;9691;[1] recordIndex=0, title=Texample_nuevo, description=This is a description, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com, is_private=true;OK
2021-06-03 19:19:24.163;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;9695;[2] recordIndex=0, title=Texample_nuevo, description=N, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com, is_private=true;OK
2021-06-03 19:19:35.545;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;11099;[3] recordIndex=0, title=Texample_nuevo, description=N, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=null, is_private=false;OK
2021-06-03 19:19:46.503;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;10656;[4] recordIndex=0, title=Texample_nuevo, description=N, start_date=2031/10/08 12:00, end_date=2031/10/08 12:01, workload=0.01, op_link=null, is_private=false;OK
2021-06-03 19:19:56.465;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;9714;[5] recordIndex=0, title=viagra aqui hay diez diez palabras palabras palabras palabras palabras, description=N, start_date=2031/10/08 12:00, end_date=2031/10/08 12:01, workload=0.01, op_link=null, is_private=false;OK
;;Promedio updatePositive;10171;;
2021-06-03 19:33:58.157;acme.testing.PanicTest;negativePanic;468;negativePanic();OK
;;Promedio negativePanic;468;;
2021-06-03 19:33:57.172;acme.testing.PanicTest;positivePanic;913;positivePanic();OK
;;Promedio positivePanic;913;;
2021-06-03 19:34:58.078;acme.testing.SignUpTest;negativeSignUp;4324;[1] username=, password=null, name=null, surname=null, email=null;OK
2021-06-03 19:35:02.692;acme.testing.SignUpTest;negativeSignUp;4176;[2] username=JUAN, password=juan1, name=juan, surname=Gonzalez, email=juan;OK
2021-06-03 19:35:06.919;acme.testing.SignUpTest;negativeSignUp;3852;[3] username=Francisco, password=null, name=123456789, surname=null, email=francisco@gmail.com;OK
2021-06-03 19:35:11.12;acme.testing.SignUpTest;negativeSignUp;3777;[4] username=FranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierFranciscoJavierrrrrrrrrrr, password=123, name=null, surname=null, email=null;OK
2021-06-03 19:35:15.234;acme.testing.SignUpTest;negativeSignUp;3741;[5] username=pedro, password=pedro12, name=pedro, surname=pedrito, email=pedrito;OK
2021-06-03 19:35:19.14;acme.testing.SignUpTest;negativeSignUp;3556;[6] username=pedropedropedropedropedropedropedropedropedropedropedropedrop, password=pedro123, name=pedrito, surname=pedrito, email=pedro@mail.com;OK
;;Promedio negativeSignUp;3904,333333;;
2021-06-03 19:34:17.506;acme.testing.SignUpTest;positiveSignUp;8112;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com;OK
2021-06-03 19:34:25.851;acme.testing.SignUpTest;positiveSignUp;7966;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com;OK
2021-06-03 19:34:34.444;acme.testing.SignUpTest;positiveSignUp;8249;[3] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com;OK
2021-06-03 19:34:43.549;acme.testing.SignUpTest;positiveSignUp;8562;[4] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com;OK
2021-06-03 19:34:53.399;acme.testing.SignUpTest;positiveSignUp;9280;[5] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com;OK
;;Promedio positiveSignUp;8433,8;;
;;;;;
;;Promedio general;6804,231293;;
